Partial Success,Pricing.,
Partially Sent,Pricing Rules are further filtered based on quantity.,
Participants,Principal Amount,
Pass,Print taxes with zero amount,
Passive,Printed On {0},
Password,Printer Mapping,
Password Email Sent,Printer Name,
Password Reset,Printer mapping not set.,
Password Reset Link Generation Limit,Printing,
Password cannot be filtered,Printing Details,
Password changed successfully.,Printing Settings,
Password for Base DN,Printing failed,
Password is required or select Awaiting Password,Priorities,
Password missing in Email Account,Priority,
Password not found for {0} {1} {2},Priority cannot be lesser than 1.,
Password reset instructions have been sent to {}'s email,Priority {0} has been repeated.,
Password set,Private,
Password size exceeded the maximum allowed size,Private Files (MB),
Password size exceeded the maximum allowed size.,Privilege Leave,
Passwords do not match,ProTip: Add <code>Reference: {{ reference_doctype }} {{ reference_name }}</code> to send document reference,
Passwords do not match!,Probability,
Past dates are not allowed for Scheduling.,Probation,
Paste,Probationary Period,
Patch,Problem,
Patch Log,Procedure,
Patch type {} not found in patches.txt,Proceed,
Path,Proceed Anyway,
Path to CA Certs File,Process Attendance After,
Path to Server Certificate,Process Deferred Accounting,
Path to private Key File,Process Description,
Path {0} it not a valid path,Process Loss,
Payload Count,Process Statement Of Accounts Customer,
Peak Memory Usage,Prospect Owner,
Pending,Prospect {0} already exists,
Pending Approval,Protected File,
Pending Emails,Provide a list of allowed file extensions for file uploads. Each line should contain one allowed file type. If unset all file extensions are allowed. Example: <br>CSV<br>JPG<br>PNG,
Pending Jobs,Provider Name,
Pending Verification,Public Files (MB),
Percent,Published On,
Percentage,Publisher,
Period,Pulling emails...,
Perm Level,Purchase Receipts,
Permanent,Purchase Register,
Permanently Cancel {0}?,Purchase Taxes and Charges,
Permanently Discard {0}?,Purchase Taxes and Charges Template,
Permanently Submit {0}?,Purchase User,
Permanently delete {0}?,Purchase Value,
Permission Error,Purchase orders help you plan and follow up on your purchases,
Permission Inspector,Purchased,
Permission Level,Purchases,
Permission Levels,Purchasing,
Permission Log,Purple,
Permission Query,Purpose,
Permission Rules,Purpose & Amount,
Permission Type,Purpose must be one of {0},
Permissions,Purpose of Travel,
Permissions Error,Purposes,
Permissions are automatically applied to Standard Reports and searches.,Purposes Required,
"Permissions are set on Roles and Document Types (called DocTypes) by setting rights like Read, Write, Create, Delete, Submit, Cancel, Amend, Report, Import, Export, Print, Email and Set User Permissions.",Push Notification Settings,
Permissions at higher levels are Field Level permissions. All Fields have a Permission Level set against them and the rules defined at that permissions apply to the field. This is useful in case you want to hide or make certain field read-only for certain Roles.,Push to Google Calendar,
"Permissions at level 0 are Document Level permissions, i.e. they are primary for access to the document.",Push to Google Contacts,
Permissions get applied on Users based on what Roles they are assigned.,Put on Hold,
Permitted Documents For User,Putaway Rule,
Permitted Roles,Putaway Rule already exists for Item {0} in Warehouse {1}.,
Personal,QR Code,
Personal Data Deletion Request,QR Code for Login Verification,
Personal Data Deletion Step,QZ Tray Connection Active!,
Personal Data Download Request,QZ Tray Failed:,
Phone,Qty After Transaction,
Phone No.,Qty Consumed Per Unit,
Phone Number {0} set in field {1} is not valid.,Qty Per Unit,
Pick Columns,Qty To Manufacture,
Pie,Qty to Fetch,
Pincode,Qty to Order,
Pink,Qty to Produce,
Placeholder,Qualification,
Places,Qualification Status,
Plain Text,Quality Feedback Template Parameter,
Plant,Quality Procedure,
Please Authorize OAuth for Email Account {0},Quantity,
Please Authorize OAuth for Email Account {},Quantity that must be bought or sold per UOM,
Please Duplicate this Website Theme to customize.,Quantity & Stock,
Please Install the ldap3 library via pip to use ldap functionality.,Quantity Difference,
Please Set Chart,Quantity is required,
Please Update SMS Settings,Quantity required for Item {0} in row {1},
Please add a subject to your email,Quantity to Produce,
Please add a valid comment.,Quantity to Produce should be greater than zero.,
Please ask your administrator to verify your sign-up,Query Report,
Please attach a file first.,Query must be of SELECT or read-only WITH type.,
Please attach an image file to set HTML for Footer.,Questionnaire Email Sent,
Please attach an image file to set HTML for Letter Head.,Queue,
Please attach the package,Queue Overloaded,
Please check OpenID Configuration URL,Queue should be one of {0},
Please check the filter values set for Dashboard Chart: {},Queued for Submission. You can track the progress over {0}.,
"Please check the value of ""Fetch From"" set for field {0}",Queued for backup. It may take a few minutes to an hour.,
Please check your email for verification,Queues,
Please check your email login credentials.,Queuing emails...,
Please check your registered email address for instructions on how to proceed. Do not close this window as you will have to return to it.,Rate at which supplier's currency is converted to company's base currency,
Please click Edit on the Workspace for best results,Rate at which this tax is applied,
"Please click on 'Export Errored Rows', fix the errors and import again.",Rate limit for email link login,
Please click on the following link and follow the instructions on the page. {0},Rate of Stock UOM,
Please click on the following link to set your new password,Rate or Discount,
Please close this window,Rate or Discount is required for the price discount.,
Please confirm your action to {0} this document.,Rating,
Please contact your system manager to install correct version.,Raw Commands,
Please create Card first,Raw Material,
Please create chart first,Raw Material Item,
Please delete the field from {0} or add the required doctype.,Raw Materials,
Please do not change the template headings.,Raw Materials Consumed,
Please duplicate this to make changes,Raw Materials Supplied,
Please enable atleast one Social Login Key or LDAP or Login With Email Link before disabling username/password based login.,Raw Printing,
Please enable pop-ups,Read Only Depends On,
Please enable pop-ups in your browser,Read Only Depends On (JS),
Please enable {} before continuing.,Read Time,
Please ensure that your profile has an email address,Read the documentation to know more,
Please enter Access Token URL,Reading 3,
Please enter Authorize URL,Reading 6,
Please enter Base URL,Reading 7,
Please enter Client ID before social login is enabled,Reading 8,
Please enter Client Secret before social login is enabled,Reading 9,
Please enter OpenID Configuration URL,Reason for Leaving,
Please enter Redirect URL,Rebuild Tree,
Please enter a valid email address.,Receivable,
Please enter both your email and message so that we can get back to you. Thanks!,Receivable / Payable Account,
Please enter the password,Received From,
Please enter the password for: <b>{0}</b>,Received Items To Be Billed,Email Account
Please enter valid mobile nos,Received Quantity,
Please enter your new password.,Received Stock Entries,
Please enter your old password.,Received an invalid token type.,
Please find attached {0}: {1},Receiver List is empty. Please create Receiver List,
Please login to post a comment.,Recent Leaves,
Please make sure the Reference Communication Docs are not circularly linked.,Recent Orders,
Please refresh to get the latest document.,Reconcile Effect On,
Please remove the printer mapping in Printer Settings and try again.,Reconcile Entries,
Please save before attaching.,Reconcile on Advance Payment Date,
Please save the Newsletter before sending,Reconciled Entries,
Please save the document before assignment,Reconciliation Date,
Please save the document before removing assignment,Reconciliation Error Log,
Please save the report first,Reconciliation Logs,
Please save to edit the template.,Reconciliation Progress,
Please select Company,Recoverable Standard Rated expenses should not be set when Reverse Charge Applicable is Y,
Please select DocType first,Recursive Fetch From,
Please select Entity Type first,Redeem Loyalty Points,
Please select Minimum Password Score,Redirect URI,
Please select X and Y fields,Reference Doctype and Dashboard Name both can't be used at the same time.,
Please select a country code for field {1}.,Reference Document,
Please select a file first.,Reference No and Reference Date is mandatory for Bank transaction,
Please select a file or url,Reference No is mandatory if you entered Reference Date,
Please select a valid csv file with data,Reference Report,
Please select a valid date filter,Reference Row,
Please select applicable Doctypes,References,
Please select atleast 1 column from {0} to sort/group,Referral Bonus Payment Status,
Please select prefix first,Refresh Token,
